,Track ID,genre,year of release,number of listens,track title,artist name,favorites
1440,17577,Rock,2009,227,Oh Caroline,The Pink Noise,1
1441,17578,Rock,2009,228,T REX,The Pink Noise,0
1442,17579,Rock,2009,1264,Lonely Hearts Killers,The Shining Path,7
1443,17580,Rock,2009,1068,Moroccan Summer,The Shining Path,1
1444,17581,Rock,2009,897,Take You So Low So You Can Fly So High,The Shining Path,2
1445,17592,Rock,2009,153,Still,Noiz Complaint,1
1446,17593,Rock,2009,146,Burn,Noiz Complaint,1
1447,17594,Rock,2009,182,Guilty As Sin,Noiz Complaint,1
1448,17595,Rock,2009,186,Hide,Noiz Complaint,1
1449,17596,Rock,2009,114,Ripping Out,Noiz Complaint,1
1450,17601,Rock,2009,650,Agent of Destruction,Wooden Wand,3
1451,17602,Rock,2009,725,Resuscitation Distillery Blues,Wooden Wand,7
1452,17603,Rock,2009,343,Bad Form/American Cream,Wooden Wand,6
1453,17664,Rock,2009,523,Full Throttle Lover (Live),The Shining Path,3
1454,17711,Rock,2009,979,Apprehension,Pigeons & Crazy Porridgemakers,1
1455,17712,Rock,2009,435,Introduction from the Cosmic Machineguns,Pigeons & Crazy Porridgemakers,3
1456,17713,Rock,2009,254,Tyumen,Pigeons & Crazy Porridgemakers,1
1457,17714,Rock,2009,269,Horse,Pigeons & Crazy Porridgemakers,2
1458,17715,Rock,2009,154,Triptych,Pigeons & Crazy Porridgemakers,2
1459,17716,Rock,2009,174,Camels,Pigeons & Crazy Porridgemakers,2
1460,17717,Rock,2009,137,Birds Tomtits,Pigeons & Crazy Porridgemakers,2
1461,17718,Rock,2009,254,Lord of Winter,Pigeons & Crazy Porridgemakers,2
1462,17720,Rock,2009,155,Haughty Dwarf,Pigeons & Crazy Porridgemakers,3
1463,17721,Rock,2009,129,Moped,Pigeons & Crazy Porridgemakers,1
1464,17722,Rock,2009,100,St. Sabbas,Pigeons & Crazy Porridgemakers,0
1465,17723,Rock,2009,189,Craftsmanship,Pigeons & Crazy Porridgemakers,3
1466,17725,Rock,2009,361,Hobby Defonce,Myra Lee,1
1467,17726,Rock,2009,252,Fais Toi Operer,Myra Lee,1
1468,17727,Rock,2009,195,Vivre Et Penser Comme Des Porcs,Myra Lee,1
1469,17728,Rock,2009,333,Matchu Pitchu,Myra Lee,0
1470,17729,Rock,2009,438,Crocodile Rasta,Myra Lee,1
1471,17730,Rock,2009,224,Pauvre e Ignorant,Myra Lee,1
1472,17731,Rock,2009,249,Sourprise ltk,Myra Lee,0
1473,17732,Rock,2009,276,La Bete Sous L Eau,Myra Lee,0
1474,17733,Rock,2009,274,Mange Merde,Myra Lee,0
1475,17734,Rock,2009,521,Pleure Pas Minou,Myra Lee,0
1476,17735,Rock,2009,3753,Ecstatic Rite,Liturgy,7
1477,17738,Rock,2009,340,Inconceivable,Magical Unicellular Music,2
1478,17740,Rock,2009,462,Beyond the Door,Twin Stumps,2
1479,17741,Rock,2009,230,Missing Persons,Twin Stumps,0
1480,17742,Rock,2009,366,Child Republic,Twin Stumps,0
1481,17743,Rock,2009,202,Predator Bowl,Twin Stumps,1
1482,17744,Rock,2009,263,Scar,Twin Stumps,0
1483,17745,Rock,2009,184,Siberia,Twin Stumps,0
1484,17746,Rock,2009,437,Business Class,Twin Stumps,2
1485,17785,Rock,2009,1082,Automotons,Lying In States,2
1486,17839,Rock,2009,588,Dynamic Disasters,Measles Mumps Rubella,1
1487,17840,Rock,2009,861,Dynamic Disasters - Small Stars Remix by Ad Rock,Measles Mumps Rubella,5
1488,17841,Rock,2009,354,Dynamic Disasters - King Chubby Remix by Robert Austin & The Brothers,Measles Mumps Rubella,0
1489,17842,Rock,2009,754,Dynamic Disasters Remix by Memory Boy & JNTHNK,Measles Mumps Rubella,1
1490,17843,Rock,2009,407,Dynamic Disasters - Year On The Blotter Remix by Jonathan Kreinik,Measles Mumps Rubella,0
1491,17854,Rock,2009,774,Chavez,Measles Mumps Rubella,1
1492,17855,Rock,2009,990,Get Your Mind Right,Measles Mumps Rubella,1
1493,17856,Rock,2009,1290,Fantastic Success,Measles Mumps Rubella,2
1494,17857,Rock,2009,802,Apples To Diamonds,Measles Mumps Rubella,0
1495,17858,Rock,2009,1541,Guns Don't Exist,Measles Mumps Rubella,1
1496,17859,Rock,2009,1050,White Flight,Measles Mumps Rubella,0
1497,17860,Rock,2009,842,Manape,Measles Mumps Rubella,0
1498,17861,Rock,2009,694,Lighters Out,Measles Mumps Rubella,4
1499,17862,Rock,2009,294,Zusammen Mit Motown,Measles Mumps Rubella,2
1500,17877,Rock,2009,88,Reign in blood... Rest in piss,Warsaw Was Raw,0
1501,17878,Rock,2009,171,Daily Daggers Damp Dances,Warsaw Was Raw,0
1502,17879,Rock,2009,158,Dr Jerkoff Mr Hype,Warsaw Was Raw,1
1503,17891,Rock,2009,843,Shy Guy Beach,The Pink Noise,1
1504,17892,Rock,2009,720,Anna Baby,The Pink Noise,2
1505,17893,Rock,2009,335,The Tower,The Pink Noise,0
1506,17894,Rock,2009,264,Toad,The Pink Noise,1
1507,17895,Rock,2009,470,Cop Cars,The Pink Noise,0
1508,17896,Rock,2009,282,Glam,The Pink Noise,0
1509,17897,Rock,2009,242,Galapagos,The Pink Noise,0
1510,17898,Rock,2009,191,Lips #2,The Pink Noise,1
1511,17899,Rock,2009,294,Gross Gun Bullets,The Pink Noise,1
1512,17900,Rock,2009,475,Black Cadillac,The Pink Noise,1
1513,17908,Rock,2009,1006,Callejón,Davila 666,6
1514,17909,Rock,2009,659,Pingorocha y la Diva Rockera,Davila 666,2
1515,17910,Rock,2009,461,Puto,Davila 666,2
1516,17911,Rock,2009,419,Ciudad,Davila 666,3
1517,17912,Rock,2009,952,La Kilel Bitch,Davila 666,3
1518,17913,Rock,2009,382,Muy Chistoso,Davila 666,4
1519,17914,Rock,2009,822,Lobo,Davila 666,7
1520,17915,Rock,2009,504,Nueva Localización,Davila 666,5
1521,17923,Rock,2009,147,Play With Blades,The Ether,0
1522,17925,Rock,2009,120,I Want To Kill,The Ether,0
1523,17926,Rock,2009,122,Negative Drunk,The Ether,1
1524,17928,Rock,2009,77,No Shame,The Ether,0
1525,17929,Rock,2009,157,Dead Scene Politics,The Ether,0
1526,17930,Rock,2009,89,Look Into My Eyes,The Ether,0
1527,17931,Rock,2009,64,Gimme Yr Liquid Chi,The Ether,0
1528,17933,Rock,2009,110,Milk and Honey,The Ether,0
1529,17934,Rock,2009,115,Wolf Tickets,The Ether,0
1530,17935,Rock,2009,86,New Teeth,The Ether,1
1531,17936,Rock,2009,79,Rococo,The Ether,1
1532,17937,Rock,2009,140,Tex Watson,The Ether,0
1533,17938,Rock,2009,145,Last Man Here Now,The Ether,0
1534,17944,Rock,2009,1713,Song of the New Year (Viking Song),Dark Meat,3
1535,17945,Rock,2009,325,Last of the Frontiersmen,Dark Meat,3
1536,17946,Rock,2009,179,Flaps,Dark Meat,2
1537,17947,Rock,2009,155,Faint Smell of Moss,Dark Meat,1
1538,17948,Rock,2009,223,Future Galaxies,Dark Meat,2
1539,17949,Rock,2009,163,When the Shelter Come,Dark Meat,1
1540,17950,Rock,2009,286,Yonderin,Dark Meat,2
1541,17978,Rock,2009,509,Aum Shinrikyo Endless Montreal,Black Feelings,5
1542,18197,Rock,2009,80194,Happening for Lulu,Kraus,71
1543,18198,Rock,2009,1023,O'erdose,Kraus,5
1544,18199,Rock,2009,958,Wolfram,Kraus,8
1545,18200,Rock,2009,534,Ada,Kraus,3
1546,18201,Rock,2009,613,Sebastian,Kraus,5
1547,18380,Rock,2009,107,Down,Impediments,1
1548,18381,Rock,2009,127,Beat In Me,Impediments,1
1549,18382,Rock,2009,211,Useless Eye,Impediments,1
1550,18383,Rock,2009,164,You Want a Square,Impediments,1
1551,18384,Rock,2009,228,Culturally Deprived,Impediments,1
1552,18410,Rock,2009,66,Ex Girl Friend,The Back C.C.'s,0
1553,18411,Rock,2009,77,Da Da Louie,The Back C.C.'s,0
1554,18412,Rock,2009,520,Bad Bone,The Back C.C.'s,0
1555,18413,Rock,2009,57,Spin x7 Jello Sal,The Back C.C.'s,0
1556,18414,Rock,2009,123,Wild One,The Back C.C.'s,1
1557,18415,Rock,2009,58,Catalina,The Back C.C.'s,0
1558,18416,Rock,2009,119,Stop Me,The Back C.C.'s,0
1559,18417,Rock,2009,62,New Song,The Back C.C.'s,0
1560,18442,Rock,2009,119,Surrounded By Shadows,Buzzer,0
1561,18443,Rock,2009,184,Birds of Prey,Buzzer,0
1562,18444,Rock,2009,599,New York,Buzzer,0
1563,18445,Rock,2009,213,Life of a Fly,Buzzer,0
1564,18446,Rock,2009,422,Wires in the Wallpaper,Buzzer,0
1565,18584,Rock,2009,113,Part of Me Says,Dragon Or Emperor,0
1566,18585,Rock,2009,206,Fast Apache,Dragon Or Emperor,1
1567,18586,Rock,2009,361,Your Success,Dragon Or Emperor,0
1568,18587,Rock,2009,122,Never Know What to Say,Dragon Or Emperor,0
1569,18606,Rock,2009,1377,Coronation Song,Kraus,2
1570,18607,Rock,2009,2203,Dear Giulietta,Kraus,6
1571,18608,Rock,2009,843,I Am A Worm,Kraus,4
1572,18609,Rock,2009,494,Sacroiliac Night,Kraus,2
1573,18610,Rock,2009,546,Strike Like The Snake,Kraus,3
1574,18611,Rock,2009,2354,"I Love You, I'm Sorry",Kraus,5
1575,18612,Rock,2009,581,Fruit of the Void,Kraus,2
1576,18613,Rock,2009,565,Saturday Night Hubris,Kraus,2
1577,18614,Rock,2009,1286,Making an Eye,Kraus,2
1578,18639,Rock,2009,770,Sound is leaking,Devolver,12
1579,18640,Rock,2009,375,charity's way,Devolver,2
1580,18641,Rock,2009,414,pilot emerges,Devolver,1
1581,18642,Rock,2009,346,button up,Devolver,3
1582,18644,Rock,2009,356,my denial,Devolver,4
1583,18645,Rock,2009,436,packing for the soul,Devolver,5
1584,18653,Rock,2009,510,Seedlings,Devolver,3
1585,18654,Rock,2009,731,The pilot speaks II,Devolver,3
1586,18681,Rock,2009,521,Slow Dance,Movie Star Junkies,1
1587,18683,Rock,2009,525,Lucky Horse,Movie Star Junkies,1
1588,18684,Rock,2009,377,Your Miserable Life,Movie Star Junkies,0
1589,18685,Rock,2009,485,Hail,Movie Star Junkies,1
1590,18686,Rock,2009,403,This Is Not a Light,Movie Star Junkies,0
1591,18687,Rock,2009,838,Run Away From Me,Movie Star Junkies,1
1592,18730,Rock,2009,208,part 3,Suishou no Fune,2
1593,18755,Rock,2009,173,Choke,Dead Wife,0
1594,18756,Rock,2009,343,D.W.S.Y.H.F.,Dead Wife,0
1595,18757,Rock,2009,194,Gentleman Rapist,Dead Wife,0
1596,18758,Rock,2009,190,No Secrets In the H4C,Dead Wife,0
1597,18777,Rock,2009,73,Razones,Rebe,1
1598,18778,Rock,2009,66,Algo Mas,Rebe,1
1599,18779,Rock,2009,131,Bohemia,Rebe,2
1600,18780,Rock,2009,82,Odisea,Rebe,2
1601,18781,Rock,2009,80,Catrionas 5th Dream,Rebe,2
1602,18787,Rock,2009,742,AK Layline,Angels in America,4
1603,18788,Rock,2009,1834,Your Wings (Spreadem),Angels in America,7
1604,18824,Rock,2009,575,part 1,Suishou no Fune,2
1605,18826,Rock,2009,752,part 2,Suishou no Fune,1
1606,18887,Rock,2009,2781,Best Friend,Seek Six Sick,3
1607,18888,Rock,2009,446,Awas Neraka,Seek Six Sick,1
1608,18889,Rock,2009,235,Musuh Dalam Selimut (Kau dan Aku),Seek Six Sick,1
1609,18891,Rock,2009,533,Turbulent Minor,Seek Six Sick,1
1610,19070,Rock,2009,368,Chain of Steel,Wildbirds and Peacedrums,2
1611,19071,Rock,2009,282,Places,Wildbirds and Peacedrums,2
1612,19072,Rock,2009,427,Doubt Hope,Wildbirds and Peacedrums,2
1613,19161,Rock,2009,466,Chicken and Cheese 2 (Foot Village cover),Alaskas,0
1614,19163,Rock,2009,186,Chicken and Cheese 2 (Foot Village cover),Male Nudity,0
1615,19164,Rock,2009,159,Chicken and Cheese 2 (Foot Village cover),Navel Gazer,0
1616,19165,Rock,2009,419,Chicken and Cheese 2 (Foot Village cover),No Babies,1
1617,19166,Rock,2009,271,Chicken and Cheese 2 (Foot Village cover),Poingly,1
1618,19167,Rock,2009,583,Chicken and Cheese 2 (Foot Village cover),Radio Shock,1
1619,19168,Rock,2009,483,Chicken and Cheese 2 (Foot Village cover),The Press Fire!,3
1620,19169,Rock,2009,196,Chicken and Cheese 2 (Foot Village cover),What Have The Unborn Done For Us?,0
1621,19170,Rock,2009,5680,Chicken and Cheese 2 (Foot Village cover),Whitman,1
1622,19171,Rock,2009,706,Chicken and Cheese 2 (Foot Village cover),Zombience,0
1623,19172,Rock,2009,1642,Ya Take Da Bus,Special Moments,0
1624,19173,Rock,2009,829,All Aboard (Tribute to Brian Wilson),Special Moments,0
1625,19174,Rock,2009,1713,Funeral Procession,Special Moments,0
1626,19175,Rock,2009,1770,Funky Falklands,Special Moments,1
1627,19176,Rock,2009,822,Good Old Stoke Newington (Doesn't Seem the Same),Special Moments,0
1628,19177,Rock,2009,669,Listen Up Stoke (to the Paperboy),Special Moments,0
1629,19178,Rock,2009,745,Me and Eric (We Need a Bigger Game),Special Moments,2
1630,19179,Rock,2009,3506,Mockingbird Hill,Special Moments,0
1631,19180,Rock,2009,1718,Please Argentina,Special Moments,3
1632,19181,Rock,2009,824,Scrubby Nate,Special Moments,1
1633,19182,Rock,2009,1957,Stoke Intro,Special Moments,0
1634,19183,Rock,2009,2804,Stoke Outro,Special Moments,0
1635,19184,Rock,2009,3840,They Dropped a Bomb (On Me),Special Moments,0
1636,19185,Rock,2009,910,They Want the Islands!,Special Moments,3
1637,19186,Rock,2009,1672,Three Days,Special Moments,3
1638,19187,Rock,2009,2498,War Is a Bitch,Special Moments,2
1639,19188,Rock,2009,1147,We're Going Off To War Today,Special Moments,3
1640,19189,Rock,2009,3436,Where's Eric? (Oh My God He's Dead),Special Moments,0
1641,19195,Rock,2009,33865,Chicken and Cheese 2 (Foot Village cover),Lucky Dragons,16
1642,19297,Rock,2009,416,Famous,Learning Music,2
1643,19326,Rock,2009,276,Dead Bodies Float in Space,Holy Cobras,0
1644,19327,Rock,2009,367,Drug Store,Holy Cobras,0
1645,19328,Rock,2009,994,Mama Jihad,Holy Cobras,0
1646,19334,Rock,2009,120,Nina,Wau y los Arrghs!!!,1
1647,19335,Rock,2009,180,"Copa, Raya, Paliza",Wau y los Arrghs!!!,2
1648,19336,Rock,2009,217,"Bli, Blu, Bla",Wau y los Arrghs!!!,0
1649,19337,Rock,2009,135,Lo Que Quiero,Wau y los Arrghs!!!,1
1650,19338,Rock,2009,101,Nunca la Quise,Wau y los Arrghs!!!,1
1651,19339,Rock,2009,254,Piedras,Wau y los Arrghs!!!,2
1652,19347,Rock,2009,338,I Can Explain,Kraus,3
1653,19348,Rock,2009,501,If These Jaws Could Talk,Kraus,4
1654,19349,Rock,2009,695,Prance of the Ravening Eagle,Kraus,2
1655,19350,Rock,2009,207,I Mould U Jelly O,Kraus,3
1656,19351,Rock,2009,455,Strangers in the Night,Kraus,3
1657,19352,Rock,2009,837,Somebody to Crush,Kraus,2
1658,19353,Rock,2009,888,Washing Dishes (Electrolux Version),Kraus,7
1659,19354,Rock,2009,635,Autocrat,Kraus,2
1660,19355,Rock,2009,1043,"Giulia, Where Are You Now?",Kraus,2
1661,19390,Rock,2009,442,I Can't Stop Being Foolish,The Mint Chicks,1
1662,19391,Rock,2009,334,Crazy?  Yes!  Dumb?  No!,The Mint Chicks,1
1663,19392,Rock,2009,391,Hot on Your Heels,The Mint Chicks,1
1664,19393,Rock,2009,1102,What a Way,The Mint Chicks,2
1665,19394,Rock,2009,151,"Don't Sell Your Brain Out, Baby",The Mint Chicks,1
1666,19395,Rock,2009,231,Enemies,The Mint Chicks,2
1667,19396,Rock,2009,146,Life Will Get Better Someday,The Mint Chicks,1
1668,19397,Rock,2009,147,Welcome to Nowhere,The Mint Chicks,1
1669,19398,Rock,2009,105,Screens,The Mint Chicks,1
1670,19399,Rock,2009,214,Fuck the Golden Youth,The Mint Chicks,2
1671,19400,Rock,2009,162,Fat Gut Strut,The Mint Chicks,2
1672,19401,Rock,2009,233,Anti-tiger,The Mint Chicks,1
1673,19403,Rock,2009,593,Mohammed Ya Ya,Holy Cobras,0
1674,19404,Rock,2009,287,Laptop vs Beef (blown out),FNU Ronnies,0
1675,19405,Rock,2009,318,Ain't no Place (blown out),FNU Ronnies,3
1676,19409,Rock,2009,299,Witchfire,Outpost,0
1677,19410,Rock,2009,375,Serial Angels,Outpost,0
1678,19411,Rock,2009,383,Ice Planet,Outpost,1
1679,19461,Rock,2009,927,Cryptograms,Deerhunter,1
1680,19462,Rock,2009,726,Never Stops,Deerhunter,2
1681,19463,Rock,2009,287,interlude,Deerhunter,1
1682,19464,Rock,2009,445,Hazel St,Deerhunter,3
1683,19465,Rock,2009,459,Nothing Ever Happens,Deerhunter,1
1684,19466,Rock,2009,370,Microcastle,Deerhunter,2
1685,19467,Rock,2009,345,Vox,Deerhunter,1
1686,19468,Rock,2009,224,interlude,Deerhunter,1
1687,19469,Rock,2009,331,Celeste,Deerhunter,2
1688,19470,Rock,2009,565,Agoraphobia,Deerhunter,3
1689,19471,Rock,2009,272,interlude,Deerhunter,1
1690,19472,Rock,2009,488,Cavalry Scars,Deerhunter,2
1691,19495,Rock,2009,56,Dim Sum,The Snails,0
1692,19496,Rock,2009,46,Spogfire,The Snails,0
1693,19497,Rock,2009,49,The Foyer,The Snails,0
1694,19498,Rock,2009,145,Lost at Sea,The Snails,0
1695,19499,Rock,2009,45,Interview,The Snails,0
1696,19500,Rock,2009,67,Trenchant,The Snails,0
1697,19501,Rock,2009,133,Barbera,The Snails,0
1698,19502,Rock,2009,70,Pilot Biscuit/Umbilicus,The Snails,0
1699,19503,Rock,2009,70,Banter,The Snails,0
1700,19504,Rock,2009,124,New Shit,The Snails,0
1701,19505,Rock,2009,98,The Fussy Machines Song,The Snails,0
1702,19506,Rock,2009,63,Level 3 with Emilio Estevez,The Snails,0
1703,19507,Rock,2009,80,North Plains,The Snails,0
1704,19508,Rock,2009,206,Cold Rain on a Jellyfish,The Snails,0
1705,19509,Rock,2009,106,EvilO,The Snails,0
1706,19510,Rock,2009,297,Splinter,The Snails,0
1707,19511,Rock,2009,173,W/ Le Grand Guignol,The Snails,0
1708,19548,Rock,2009,123,Crossing My Eyes / Animal,Static Static,2
1709,19549,Rock,2009,109,Capsized,Static Static,3
1710,19550,Rock,2009,639,Satanic Speakers / Dementia,Static Static,8
1711,19551,Rock,2009,189,Witchmouth,Static Static,2
1712,19580,Rock,2009,85,Het is zo simpel niet,Borre Zon,0
1713,19581,Rock,2009,118,Zomerlied,Borre Zon,0
1714,19637,Rock,2009,373,Receiver,Bright,0
1715,19639,Rock,2009,482,Death Kit Train,Cul De Sac,4
1716,19640,Rock,2009,296,First Victim (Apple)/ Main Titles,Cul De Sac,0
1717,19642,Rock,2009,1265,I Remember Nothing More,Cul De Sac,3
1718,19643,Rock,2009,1048,Berlin 6,Cul de Sac/Damo Suzuki,1
1719,19644,Rock,2009,429,Death Rides On Tuesday,Wizardry,1
1720,19645,Rock,2009,250,Under The Wizards Sleeve,Wizardry,1
1721,19646,Rock,2009,342,The Deep,Wizardry,1
1722,19647,Rock,2009,604,Keeper of Doom,Wizardry,3
1723,19648,Rock,2009,426,Wayfarer,Wizardry,1
1724,19649,Rock,2009,541,Drink From Thy Chalice,Wizardry,1
1725,19650,Rock,2009,70,Dora,Borre Zon,0
1726,19651,Rock,2009,69,Pedro Monty,Borre Zon,0
1727,19652,Rock,2009,91,Riesorsvoel,Borre Zon,0
1728,19656,Rock,2009,276,Atomic Rain,TV Ghost,0
1729,19657,Rock,2009,900,Fiend,TV Ghost,1
1730,19658,Rock,2009,430,Recluse,TV Ghost,2
1731,19659,Rock,2009,319,Seasick,TV Ghost,0
1732,19660,Rock,2009,299,Cancor,TV Ghost,0
1733,19661,Rock,2009,266,Singularity,TV Ghost,0
1734,19662,Rock,2009,229,Pacadism,TV Ghost,1
1735,19663,Rock,2009,977,Cold Fish,TV Ghost,2
1736,19664,Rock,2009,444,Degredation of Film,TV Ghost,0
1737,19668,Rock,2009,1253,Semaphore,Kinski,1
1738,19669,Rock,2009,1239,New India,Kinski,4
1739,19670,Rock,2009,1306,There's Nothing Sexy About Time,Kinski,0
1740,19671,Rock,2009,1019,How to Be Clear,Landing,8
1741,19684,Rock,2009,2082,Jayne Field,Paik,10
1742,19685,Rock,2009,6899,Phantoms,Paik,18
1743,19686,Rock,2009,458,Seedling,Plants,1
1744,19718,Rock,2009,1617,My Artificial Sun,Fresh Body Shop,3
1745,19719,Rock,2009,1045,The Ugly Army,Fresh Body Shop,1
1746,19720,Rock,2009,744,The Hunt,Fresh Body Shop,1
1747,19721,Rock,2009,598,Never End Up Like This,Fresh Body Shop,1
1748,19722,Rock,2009,516,Mary,Fresh Body Shop,1
1749,19724,Rock,2009,645,One More Reason,Fresh Body Shop,1
1750,19735,Rock,2009,617,Annandale,Kowloon Walled City,3
1751,19736,Rock,2009,365,Diabetic Feet,Kowloon Walled City,3
1752,19737,Rock,2009,879,Clockwork,Kowloon Walled City,2
1753,19738,Rock,2009,397,Sleep Debt,Kowloon Walled City,4
1754,19739,Rock,2009,343,Paper Houses,Kowloon Walled City,4
1755,19740,Rock,2009,291,Gambling on the Richter Scale,Kowloon Walled City,2
1756,19741,Rock,2009,884,Bone Loss,Kowloon Walled City,3
1757,19742,Rock,2009,548,More Like the Shit Factory,Kowloon Walled City,3
1758,19789,Rock,2009,651,untitled chant-Pagan Dawn,Liturgy,0
1759,19790,Rock,2009,1062,Mysterium,Liturgy,1
1760,19791,Rock,2009,617,Ecstatic Rite,Liturgy,0
1761,19792,Rock,2009,462,untitled chant-Behind the Void,Liturgy,1
1762,19793,Rock,2009,1008,Arctica,Liturgy,3
1763,19794,Rock,2009,1156,Renihilation,Liturgy,0
1764,19960,Rock,2009,476,Gazing at the Dust,The Vocokesh,2
1765,19964,Rock,2009,326,The Tenth Corner,The Vocokesh,2
1766,19965,Rock,2009,212,Vibe #6,The Vocokesh,1
1767,19966,Rock,2009,160,Not That Kinda Girl (Not Radio Safe),Bad Party,0
1768,19967,Rock,2009,128,I Touched Her Twice,Bad Party,0
1769,19968,Rock,2009,128,Kill Kill Kill,Bad Party,0
1770,19969,Rock,2009,264,Street Girls,Bad Party,0
1771,19970,Rock,2009,84,banter 1 (Not Radio Safe),Bad Party,0
1772,19971,Rock,2009,117,Strap On I'm a Man,Bad Party,0
1773,19972,Rock,2009,117,banter 2,Bad Party,0
1774,19973,Rock,2009,191,Hate Half Myself,Bad Party,0
1775,19974,Rock,2009,313,I'm a Mistake,Bad Party,1
1776,20010,Rock,2009,697,Love And Rockets,Alina Simone,1
1777,20011,Rock,2009,808,Louisiana,Alina Simone,1
1778,20012,Rock,2009,353,Lonesome,Alina Simone,0
1779,20013,Rock,2009,482,Velvet Painting,Alina Simone,0
1780,20014,Rock,2009,496,Black Water,Alina Simone,0
1781,20050,Rock,2009,2419,Let's Go Down,Family Of The Year,22
1782,20051,Rock,2009,490,Lavender,50FOOTWAVE,3
1783,20053,Rock,2009,723,Neon Politik,The Franks,11
1784,20054,Rock,2009,818,Losing My Mind,Hope Anchor,4
1785,20055,Rock,2009,887,Swear To God,Emilyn Brodsky,11
1786,20056,Rock,2009,479,Some People [Touane Mix],Meanest Man Contest,5
1787,20057,Rock,2009,443,Furthest City Light,Learning Music,1
1788,20058,Rock,2009,407,Portland [Demo],RENMINBI,4
1789,20059,Rock,2009,1623,Goodnight Hotel Internacional,Lushlife,1
1790,20226,Rock,2009,453,Big Fish,eatliz,0
1791,20227,Rock,2009,442,Attractive,eatliz,1
1792,20228,Rock,2009,308,Hey,eatliz,0
1793,20229,Rock,2009,238,Paper Cuts,Amit Erez,2
1794,20230,Rock,2009,266,Animal Heart,Amit Erez,1
1795,20231,Rock,2009,503,Whales Dance for Me,Amit Erez,1
1796,20264,Rock,2009,631,Turkey Bones,Tonstartssbandht,3
1797,20265,Rock,2009,282,Tahiti Nui,Tonstartssbandht,1
1798,20266,Rock,2009,181,Preston  Great-Ass  Imfat,Tonstartssbandht,1
1799,20267,Rock,2009,226,Haughty Deb,Tonstartssbandht,0
1800,20277,Rock,2009,529,Slow Fuck,Iad,0
1801,20278,Rock,2009,198,Similac,Iad,1
1802,20279,Rock,2009,192,Machine Code,Iad,1
1803,20280,Rock,2009,531,Minimal,Iad,0
1804,20281,Rock,2009,201,Discomfort,Iad,0
1805,20282,Rock,2009,215,Lee,Iad,0
1806,20283,Rock,2009,225,Virgin Song,Iad,0
1807,20317,Rock,2009,188,Boredom remixed,Curha,0
1808,20318,Rock,2009,93,Don't *uk With Grain,Curha,1
1809,20319,Rock,2009,91,Sum 2001,Curha,0
1810,20320,Rock,2009,79,Cap'n x,Curha,0
1811,20321,Rock,2009,299,Post-War Fire Sale,Curha,2
1812,20322,Rock,2009,107,12 Animals vs. Helium Pt. 2 1,Curha,0
1813,20330,Rock,2009,63,Anuit Coeptis,Iyez,0
1814,20331,Rock,2009,100,Horizon Shore,Iyez,0
1815,20332,Rock,2009,80,Leave Town,Iyez,0
1816,20333,Rock,2009,131,Nothing,Iyez,1
1817,20339,Rock,2009,324,Little Tramp,Lover!,0
1818,20341,Rock,2009,476,I'll Be There,Lover!,0
1819,20342,Rock,2009,446,Man in the Woods,Lover!,0
1820,20343,Rock,2009,375,Ronny,Lover!,0
1821,20344,Rock,2009,778,Let's Play a Game,Lover!,1
1822,20345,Rock,2009,776,All in My Head,Lover!,0
1823,20347,Rock,2009,708,Forced to the Ground,Lover!,1
1824,20442,Rock,2009,662,Live on WFMU's My Castle of Quiet,Slasher Risk,2
1825,20443,Rock,2009,1266,Driving  Stupid,Animals & Men,4
1826,20444,Rock,2009,434,I,Animals & Men,1
1827,20445,Rock,2009,451,It's Hip,Animals & Men,2
1828,20446,Rock,2009,483,Sugartown,Animals & Men,1
1829,20447,Rock,2009,449,John Of The Sword,Animals & Men,3
1830,20448,Rock,2009,933,Dreaming of Babylon,Animals & Men,2
1831,20484,Rock,2009,253,power of no,Mob Action,0
1832,20485,Rock,2009,457,doomsday,Mob Action,0
1833,20486,Rock,2009,967,car crash,Mob Action,0
1834,20487,Rock,2009,500,dracula,Mob Action,1
1835,20488,Rock,2009,247,high on style,Mob Action,0
1836,20489,Rock,2009,272,yer lucky,Mob Action,0
1837,20490,Rock,2009,267,he's my kind of nightmare,Mob Action,1
1838,20491,Rock,2009,708,fear of a teenage gangster,Mob Action,0
1839,20492,Rock,2009,200,wednesday's death song,Mob Action,0
1840,20507,Rock,2009,131,Face For The Radio,The Choke,0
1841,20508,Rock,2009,66,Addicted,The Choke,0
1842,20509,Rock,2009,77,Dirty Mall,The Choke,0
1843,20532,Rock,2009,99,Tuff Kids,The Choke,0
1844,20533,Rock,2009,41,Daniella By Night,The Choke,0
1845,20534,Rock,2009,50,Talk to Me,The Choke,0
1846,20535,Rock,2009,45,My Fault,The Choke,0
1847,20536,Rock,2009,171,Murder at the Arcade,The Choke,0
1848,20537,Rock,2009,105,Heartbreak,The Choke,0
1849,20538,Rock,2009,114,Goodbye,The Choke,0
1850,20710,Rock,2009,58,Extra,The Choke,0
1851,20712,Rock,2009,26,You Say,The Choke,0
1852,20713,Rock,2009,44,Street Gang,The Choke,0
1853,20715,Rock,2009,42,Talk to Me,The Choke,0
1854,20716,Rock,2009,47,Face for the Radio,The Choke,0
1855,20717,Rock,2009,80,Addicted,The Choke,1
1856,20721,Rock,2009,83,Love Me Tomorrow,The Choke,1
1857,20723,Rock,2009,61,Picture,The Choke,0
1858,20724,Rock,2009,46,Extra,The Choke,0
